keyword;expanded_keywords;expanded_count;latency_ms;total_tokens;prompt_tokens;completion_tokens;error
여권 커버;"여권 가방; 여권 홀더; 여행용 액세서리; 여권 보호대; 여행 필수품; 여행 서류; 여권 정리함; 여행 준비물; 여행 가방; 여권 케이스";10;1871.33;186;101;85;
아기용품;"유아용품; 아기 장난감; 아기 식기; 아기 옷; 아기 용품 세트; 아기 목욕 용품; 아기 안전 용품; 아기 침대 용품; 아기 기저귀; 아기 배변 훈련 용품";10;2680.39;194;101;93;
순간접착제;"슈퍼글루; 접착제; 빠른 접착제; 순간접착 테이프; 투명 접착제; 고강도 접착제; DIY 접착제; 플라스틱 접착제; 종이 접착제; 다용도 접착제";10;2033.26;192;101;91;
간식통;"스낵 보관함; 간식 저장 용기; 저장 용기; 음식 보관 용기; 밀폐형 용기; 과자 통; 식품 저장 용기; 간편 정리 용기; 주방 용품; 컨테이너";10;2047.74;187;100;87;
인테리어 소품;"홈데코; 장식품; 소품가게; 인테리어 디자인; 벽장식; 모던 인테리어; 가정용품; 테이블 장식; 장식 소품; 아트 소품";10;2225.62;182;103;79;
효자손;"안마기; 마사지 도구; 지압봉; 편안한 손; 피로 회복; 휴대용 마사지기; 마사지 용품; 건강 용품; 스트레스 해소; 마사지 테크";10;1817.61;174;100;74;
동전지갑;"코인 지갑; 동전 보관함; 지폐 및 동전 지갑; 미니 동전 지갑; 여성 코인 지갑; 가죽 코인 지갑; 귀여운 동전 지갑; 주머니 지갑; 다용도 지갑; 작은 지갑";10;2565.83;194;101;93;
방충망 스티커;"방충망; 방충 스티커; 방충망 부착제; 창문 방충망; 벌레 방지 스티커; 해충 방지; 여름 방충 대책; 접착형 방충망; 스티커 형 방충망; DIY 방충망";10;1950.21;195;103;92;
낚시의자;"낚시용 의자; 접이식 낚시 의자; 낚시 캠핑 의자; 낚시 도구; 아웃도어 의자; 수납 가능한 낚시 의자; 경량 낚시 의자; 편안한 낚시 의자; 낚시 액세서리; 스포츠 의자";10;2354.31;207;102;105;
주방 가위;"주방용 가위; 주방 가위 세트; 부엌 가위; 요리 가위; 다목적 가위; 강력한 주방 가위; 식품 절단 가위; 스테인리스 가위; 주방 도구; 가위 정리함";10;2000.52;193;101;92;
문 스토퍼;"door stop; door stopper; door wedge; door security; home accessories; entryway decor; rubber door stop; adjustable door stopper; decorative door stop; furniture protector";10;1808.8;168;101;67;
라이터;"라이터 부품; 일회용 라이터; 전기 라이터; 짚 라이터; 흡연 용품; 캔들 라이터; 불꽃 조절 라이터; 소형 라이터; 다용도 라이터";9;1682.4;176;99;77;
종이 필터;"종이 필터 대체품; 커피 필터; 종이 타올; 다이소 종이 필터; 차 필터; 일회용 필터; 커피 용품; 주방 필터; 여과지; 종이 제품";10;1699.8;184;101;83;
바지 걸이;"바지 행거; 바지 클립; 의류 걸이; 옷걸이; 옷걸이 바지; 바지 스탠드; 다리미 걸이; 행거; 셔츠 걸이; 세탁물 걸이";10;1978.75;184;101;83;
에어컨 세정제;"에어컨 청소; 에어컨 유지보수; 에어컨 필터; 에어컨 세척; 에어컨 세정 스프레이; 에어컨 냄새 제거; 가정용 에어컨; 에어컨 액세서리; 에어컨 수명 연장; 여름철 쿨링";10;1951.02;205;103;102;
방충망 보수 테이프;"insect screen repair tape; window screen tape; mosquito netting tape; adhesive screen patch; screen mesh repair; diy insect screen repair; screen door repair tape; home repair tape; weatherproof tape; mesh tape for windows";10;1941.72;184;105;79;
방수테이프;"방수 접착 테이프; 방수 테이프 사용법; 방수 테이프 종류; 방수 테이프 구매; 주방 방수 테이프; 욕실 방수 테이프; 방수 테이프 기능; 다용도 방수 테이프; 방수 테이프 추천; DIY 방수 테이프";10;2250.98;207;102;105;
가방정리함;"가방 정리 수납; 가방 보관함; 가방 정리대; 가방 정리 박스; 가방 정리 솔루션; 가방 수납 용기; 가방 정리 트레이; 가방 정리 가이드; 가방 수납 가이드; 가방 정리 클래스";10;2092.44;199;102;97;
헤어밴드;"헤어 액세서리; 머리띠; 헤어핀; 머리 장식; 헤어 클립; 헤어 스타일링 용품; 헤어 제품; 여자 헤어밴드; 가벼운 헤어밴드; 패션 헤어밴드";10;2182.24;194;102;92;
선정리함;"정리함; 수납박스; 저장함; 정리수납; 작은 물건 정리; 플라스틱 상자; 가정용 정리 기구; 다용도 수납; 오거나이저; 정리용품";10;2004.88;185;100;85;
공병;"비어있는 병; 유리병; 플라스틱 용기; 샘플 용기; 병 보관; 작은 용기; 화장품 용기; DIY 병; 재활용 용기; 보관 용기";10;1877.92;179;99;80;
유리창 닦이;"유리창 청소기; 청소 도구; 유리 닦이; 유리 세정제; 창문 청소; 물기 제거기; 창틀 브러시; 청소용품; 가정용 청소 도구; 유리 세척";10;2254.53;190;103;87;
쓰레기통;"쓰레기통; 휴지통; 쓰레기통 세트; 쓰레기통 디자인; 벽걸이 쓰레기통; 접이식 쓰레기통; 자동 쓰레기통; 재활용통; 소형 쓰레기통; 주방 쓰레기통";10;2715.49;193;101;92;
반찬통;"식품 보관 용기; 밀폐 용기; 찬합; 식사 준비 용기; 음식 보관 통; 플라스틱 용기; 점심 도시락; 소분 용기; 식품 저장 용기";9;2325.26;177;100;77;
커튼봉;"커튼걸이; 커튼 후크; 커튼 클립; 창문 커튼; 집안 인테리어; 커튼 악세서리; 롤스크린; 플라스틱 커튼봉; 커튼 설치; 벽걸이 커튼봉";10;2368.78;186;100;86;
전선 정리 타이;"케이블 정리; 전선 정리; 케이블 타이; 전선 정리 봉투; 전선 클립; 전선 관리; 케이블 랩; 전선 정리 솔루션; 선 정리 액세서리";9;1761.41;182;103;79;
곰팡이 제거제;"곰팡이 제거 스프레이; 곰팡이 청소; 습기 제거제; 냄새 제거제; 세균 제거제; 청소 용품; 곰팡이 예방; 욕실 곰팡이 제거; 홈클리닝; 다이소 곰팡이 제거";10;2422.23;203;104;99;
앞치마;"주방 앞치마; 요리 앞치마; 유아 앞치마; 다용도 앞치마; 방수 앞치마; 패턴 앞치마; 여성 앞치마; 남성 앞치마; 실용적인 앞치마; 근사한 앞치마";10;2422.23;192;100;92;
접이식 의자;"접이식 의자; 야외 의자; 캠핑 의자; 휴대용 의자; 다용도 의자; 접이式 벤치; 경량 의자; 미니 의자; 휴식 의자; 소형 의자";10;2060.86;187;102;85;
미끄럼방지패드;"슬립 방지 패드; 바닥 보호 매트; 미끄럼 방지 매트; 헤비듀티 패드; 가정용 미끄럼 방지; 주방용 패드; 가구 미끄럼 방지; 소프트패드; 발판 매트; 비치기 필요한 패드";10;2491.07;202;104;98;
이름표 테이프;"이름표 스티커; 네임택; 라벨 테이프; 스티커 테이프; 표시 테이프; 이름 라벨; 프린터 라벨; 명찰 테이프; 주소 라벨; 명함 테이프";10;1845.58;188;102;86;
구두주걱;"신발 리프터; 구두 손질 도구; 신발 관리; 신발 수납; 구두 손질 제품; 신발 청소 용품; 구두 형태 유지; 신발 보호기; 구두 청소 브러시; 구두 주걱";10;1969.16;190;102;88;
자취용품;"일본 생활용품; 자취 필수 아이템; 원룸 가구; 주방 용품; 세탁 용품; 다이소 생활용품; 자취용 가전; 욕실 용품; 정리 수납; 소형 가전";10;1484.13;186;101;85;
먼지 제거제;"청소용품; 먼지 청소기; 먼지 매트; 표면 클리너; 타올; 청소 스프레이; 물티슈; 먼지 털이; 세정제; 일회용 청소 용품";10;1918.8;183;101;82;
수건;"타올; 손수건; 목욕타올; 여행용 타올; 면타올; 고급 수건; 욕실용 수건; 아기 수건; 스포츠 타올; 세면타올";10;2142.59;176;99;77;
솔;"빗자루; 청소용 솔; 쓰레받기; 고양이 솔; 브러시; 청소 도구; 사각 솔; 다용도 솔; 털이 빠지는 솔; 욕실 청소 솔";10;1560.34;177;98;79;
집게;"집게 월계수; 클립; 고정 클립; 문서 집게; 타올 집게; 멀티 집게; 제빵 집게; 조리 집게; 스냅 집게; 채소 집게";10;2060.69;179;99;80;
전자레인지용 그릇;"전자레인지 용기; 전자레인지 그릇; 전자레인지 식기; 미세 전자레인지 용기; 내열 그릇; 락킹 용기; 식사 용기; 전자레인지 안전 용기; 음식 보관 용기; 멀티용기";10;1663.21;197;105;92;
방향제;"향기 제품; 방향제 스프레이; 자동 방향제; 아로마 디퓨저; 캔들 향기; 자동차 방향제; 용기 방향제; 방향제 리필; 방향제 스틱; 방향제 홀더";10;1630.12;184;99;85;
머리카락 거름망;"헤어 필터; 머리카락 필터; 샤워 필터; 욕실 거름망; 하수구 거름망; 머리카락 잡는망; 배수구 필터; 헤어 그물; 거름망; 욕실 용품";10;2105.25;192;104;88;
